,PageViewsNonEnglish,birthcity,birthyear,continentName,countryCode,countryCode3,countryName,domain,en_curid,gender,industry,latitude,longitude,name,occupation
183,1865958,Gothenburg,1945,Europe,SE,SWE,Sweden,ARTS,3740,Male,MUSIC,57.7,12.0,Björn Ulvaeus,MUSICIAN
184,1980291,Stockholm,1946,Europe,SE,SWE,Sweden,ARTS,3741,Male,MUSIC,59.3,18.1,Benny Andersson,MUSICIAN
185,25439490,Seattle,1955,North America,US,USA,United States,BUSINESS & LAW,3747,Male,BUSINESS,47.6,-122.3,Bill Gates,BUSINESSPERSON
186,10834432,Naples,1929,Europe,IT,ITA,Italy,ARTS,3841,Male,FILM AND THEATRE,40.9,14.3,Bud Spencer,ACTOR
187,8976567,Paris,1934,Europe,FR,FRA,France,ARTS,3845,Female,FILM AND THEATRE,48.9,2.4,Brigitte Bardot,ACTOR
188,1914482,Kennington,1887,Europe,GB,GBR,United Kingdom,INSTITUTIONS,3873,Male,MILITARY,51.5,-0.1,"Bernard Montgomery, 1st Viscount Montgomery of Alamein",MILITARY PERSONNEL
189,1237153,London,1804,Europe,GB,GBR,United Kingdom,INSTITUTIONS,3875,Male,GOVERNMENT,51.5,-0.1,"Benjamin Disraeli, 1st Earl of Beaconsfield",POLITICIAN
190,11767463,Boston,1706,North America,US,USA,United States,INSTITUTIONS,3986,Male,GOVERNMENT,42.4,-71.1,Benjamin Franklin,POLITICIAN
191,7018170,"Clontarf, Dublin",1847,Europe,IE,IRL,Ireland,HUMANITIES,3992,Male,LANGUAGE,53.4,-6.2,Bram Stoker,WRITER
192,1154925,Warsaw,1924,Europe,PL,POL,Poland,SCIENCE & TECHNOLOGY,3999,Male,MATH,52.2,21.0,Benoît Mandelbrot,MATHEMATICIAN
193,2806422,Norcia,480,Europe,IT,ITA,Italy,INSTITUTIONS,4001,Male,RELIGION,42.8,13.1,Benedict of Nursia,RELIGIOUS FIGURE
194,1726641,Tacoma,1903,North America,US,USA,United States,ARTS,4010,Male,MUSIC,47.3,-122.4,Bing Crosby,SINGER
195,1217802,Milton,1895,North America,US,USA,United States,ARTS,4031,Male,DESIGN,42.2,-71.1,Buckminster Fuller,ARCHITECT
196,783796,Jarrow,672,Europe,GB,GBR,United Kingdom,HUMANITIES,4041,Male,HISTORY,55.0,-1.5,Bede,HISTORIAN
197,12262203,Clermont-Ferrand,1623,Europe,FR,FRA,France,SCIENCE & TECHNOLOGY,4068,Male,MATH,45.8,3.1,Blaise Pascal,MATHEMATICIAN
198,5774055,Trellech,1872,Europe,GB,GBR,United Kingdom,SCIENCE & TECHNOLOGY,4163,Male,MATH,50.9,-2.7,Bertrand Russell,MATHEMATICIAN
199,2460625,Baltimore,1895,North America,US,USA,United States,SPORTS,4173,Male,TEAM SPORTS,39.3,-76.6,Babe Ruth,BASEBALL PLAYER
200,2501606,Newark,1940,North America,US,USA,United States,ARTS,4216,Male,FILM AND THEATRE,40.7,-74.2,Brian De Palma,FILM DIRECTOR
201,2005675,Ashington,1937,Europe,GB,GBR,United Kingdom,SPORTS,4224,Male,TEAM SPORTS,55.2,-1.6,Bobby Charlton,SOCCER PLAYER
202,1172062,Bourges,1841,Europe,FR,FRA,France,ARTS,4233,Female,FINE ARTS,47.1,2.4,Berthe Morisot,PAINTER
203,1632223,Edirne,1354,Asia,TR,TUR,Turkey,INSTITUTIONS,4241,Male,GOVERNMENT,41.7,26.6,Bayezid I,POLITICIAN
204,1883837,Thrace,1447,Europe,GR,GRC,Greece,INSTITUTIONS,4242,Male,GOVERNMENT,41.1,24.0,Bayezid II,POLITICIAN
205,1760384,Kanchipuram,500,Asia,IN,IND,India,HUMANITIES,4285,Male,PHILOSOPHY,12.8,79.7,Bodhidharma,PHILOSOPHER
206,420824,Canaan,-1000,Asia,IL,ISR,Israel,INSTITUTIONS,4313,Male,RELIGION,32.8,35.3,Benjamin,RELIGIOUS FIGURE
207,3213275,Lubbock,1936,North America,US,USA,United States,ARTS,4408,Male,MUSIC,33.6,-101.9,Buddy Holly,MUSICIAN
208,294620,Kamari,1929,Asia,AF,AFG,Afghanistan,INSTITUTIONS,4463,Male,GOVERNMENT,35.4,68.2,Babrak Karmal,POLITICIAN
209,2931316,Hot Springs,1955,North America,US,USA,United States,ARTS,4471,Male,FILM AND THEATRE,34.5,-93.1,Billy Bob Thornton,ACTOR
210,1503109,Kensington,1866,Europe,GB,GBR,United Kingdom,HUMANITIES,4481,Female,LANGUAGE,51.5,-0.2,Beatrix Potter,WRITER
211,1224050,South Wales,1,Europe,GB,GBR,United Kingdom,INSTITUTIONS,4517,Female,GOVERNMENT,52.1,-3.8,Boudica,POLITICIAN
212,2755297,Sânnicolau Mare,1881,Europe,RO,ROU,Romania,ARTS,4527,Male,MUSIC,46.1,20.6,Béla Bartók,COMPOSER
213,2420539,Manhattan,1913,North America,US,USA,United States,ARTS,4537,Male,FILM AND THEATRE,40.8,-74.0,Burt Lancaster,ACTOR
214,928095,Andijan,1483,Asia,UZ,UZB,Uzbekistan,INSTITUTIONS,4551,Male,GOVERNMENT,40.8,72.3,Babur,POLITICIAN
215,1862860,Fontaine-lès-Dijon,1090,Europe,FR,FRA,France,INSTITUTIONS,4552,Male,RELIGION,47.3,5.0,Bernard of Clairvaux,RELIGIOUS FIGURE
216,4704035,Bristol,1680,Europe,GB,GBR,United Kingdom,PUBLIC FIGURE,4572,Male,OUTLAWS,51.5,-2.6,Blackbeard,PIRATE
217,3051495,Stockholm,1956,Europe,SE,SWE,Sweden,SPORTS,4601,Male,INDIVIDUAL SPORTS,59.3,18.1,Björn Borg,TENNIS PLAYER
218,765640,Cyprus,1,Asia,CY,CYP,Cyprus,INSTITUTIONS,4607,Male,RELIGION,35.1,33.4,Barnabas,RELIGIOUS FIGURE
219,379389,Badakhshan Province,1940,Asia,AF,AFG,Afghanistan,INSTITUTIONS,4611,Male,GOVERNMENT,36.7,70.8,Burhanuddin Rabbani,POLITICIAN
220,1401913,Long Beach,1948,North America,US,USA,United States,ARTS,4649,Male,FILM AND THEATRE,33.8,-118.2,Billy Crystal,ACTOR
221,1468301,Moscow,1890,Europe,RU,RUS,Russia,HUMANITIES,4667,Male,LANGUAGE,55.8,37.6,Boris Pasternak,WRITER
222,1829316,Royal Oak,1958,North America,US,USA,United States,ARTS,4670,Male,FILM AND THEATRE,42.5,-83.1,Bruce Campbell,ACTOR
223,2902286,Susquehanna Depot,1904,North America,US,USA,United States,SCIENCE & TECHNOLOGY,4868,Male,SOCIAL SCIENCES,41.9,-75.6,B. F. Skinner,PSYCHOLOGIST
224,410086,Montepulciano,1542,Europe,IT,ITA,Italy,SCIENCE & TECHNOLOGY,4878,Male,MEDICINE,43.1,11.8,Robert Bellarmine,PHYSICIAN
225,1271826,Chyhyryn,1595,Europe,UA,UKR,Ukraine,INSTITUTIONS,4980,Male,MILITARY,49.1,32.7,Bohdan Khmelnytsky,MILITARY PERSONNEL
226,1058347,McComb,1928,North America,US,USA,United States,ARTS,5033,Male,MUSIC,31.2,-90.5,Bo Diddley,MUSICIAN
227,1785120,Lugoj,1882,Europe,RO,ROU,Romania,ARTS,5034,Male,FILM AND THEATRE,45.7,21.9,Béla Lugosi,ACTOR
228,452404,Whitingham,1801,North America,US,USA,United States,INSTITUTIONS,5048,Male,RELIGION,42.8,-72.9,Brigham Young,RELIGIOUS FIGURE
229,501540,Des Moines,1951,North America,US,USA,United States,HUMANITIES,5050,Male,LANGUAGE,41.6,-93.6,Bill Bryson,WRITER
230,13094483,"Benoni, Gauteng",1975,Africa,ZA,ZAF,South Africa,ARTS,5132,Female,FILM AND THEATRE,-26.2,28.3,Charlize Theron,ACTOR
231,21522064,"Walworth, London",1889,Europe,GB,GBR,United Kingdom,ARTS,5142,Male,FILM AND THEATRE,51.5,-0.1,Charlie Chaplin,ACTOR
232,6669449,Råshult,1707,Europe,SE,SWE,Sweden,SCIENCE & TECHNOLOGY,5233,Male,NATURAL SCIENCES,56.6,14.2,Carl Linnaeus,BIOLOGIST
233,17722047,Liège,742,Europe,BE,BEL,Belgium,INSTITUTIONS,5314,Male,GOVERNMENT,50.6,5.6,Charlemagne,POLITICIAN
234,37161139,Genoa,1451,Europe,IT,ITA,Italy,EXPLORATION,5635,Male,EXPLORERS,44.4,8.9,Christopher Columbus,EXPLORER
235,4944220,Greifswald,1774,Europe,DE,DEU,Germany,ARTS,5654,Male,FINE ARTS,54.1,13.4,Caspar David Friedrich,PAINTER
236,6147083,San Francisco,1964,North America,US,USA,United States,ARTS,5655,Female,MUSIC,37.8,-122.4,Courtney Love,SINGER
237,1172167,Petoskey,1916,North America,US,USA,United States,SCIENCE & TECHNOLOGY,5693,Male,COMPUTER SCIENCE,45.4,-85.0,Claude Elwood Shannon,COMPUTER SCIENTIST
238,3656159,London,1791,Europe,GB,GBR,United Kingdom,SCIENCE & TECHNOLOGY,5698,Male,INVENTION,51.5,-0.1,Charles Babbage,INVENTOR
239,827745,Putney,1883,Europe,GB,GBR,United Kingdom,INSTITUTIONS,5766,Male,GOVERNMENT,51.5,-0.2,Clement Attlee,POLITICIAN
240,1801064,Sirmione,-84,Europe,IT,ITA,Italy,HUMANITIES,5768,Male,LANGUAGE,45.5,10.6,Catullus,WRITER
241,1352768,Canterbury,1564,Europe,GB,GBR,United Kingdom,HUMANITIES,5771,Male,LANGUAGE,51.3,1.1,Christopher Marlowe,WRITER
242,1757680,Venice,1707,Europe,IT,ITA,Italy,HUMANITIES,5790,Male,LANGUAGE,45.4,12.3,Carlo Goldoni,WRITER
243,10283883,Paris,1821,Europe,FR,FRA,France,HUMANITIES,5804,Male,LANGUAGE,48.9,2.4,Charles Baudelaire,WRITER
244,3475011,Belfast,1898,Europe,GB,GBR,United Kingdom,HUMANITIES,5813,Male,LANGUAGE,54.6,-5.9,C. S. Lewis,WRITER
245,14304190,Qufu,-551,Asia,CN,CHN,China,HUMANITIES,5823,Male,PHILOSOPHY,35.6,117.0,Confucius,PHILOSOPHER
246,14076776,Portsmouth,1812,Europe,GB,GBR,United Kingdom,HUMANITIES,5884,Male,LANGUAGE,50.8,-1.1,Charles Dickens,WRITER
247,8536783,"Arpinum, Rome",-106,Europe,IT,ITA,Italy,INSTITUTIONS,6046,Male,GOVERNMENT,41.7,13.6,Cicero,POLITICIAN
248,2009704,Burg bei Magdeburg,1780,Europe,DE,DEU,Germany,HUMANITIES,6066,Male,PHILOSOPHY,52.3,11.9,Carl von Clausewitz,PHILOSOPHER
249,6805661,Braunschweig,1777,Europe,DE,DEU,Germany,SCIENCE & TECHNOLOGY,6125,Male,MATH,52.3,10.5,Carl Friedrich Gauss,MATHEMATICIAN
250,2861442,Lyon,-10,Europe,FR,FRA,France,INSTITUTIONS,6140,Male,GOVERNMENT,45.8,4.8,Claudius,POLITICIAN
251,659019,Ashfield,1881,North America,US,USA,United States,ARTS,6176,Male,FILM AND THEATRE,42.5,-72.8,Cecil B. DeMille,FILM DIRECTOR
252,958296,Lincoln County,1923,North America,US,USA,United States,INSTITUTIONS,6185,Male,MILITARY,37.7,-114.5,Chuck Yeager,PILOT
253,1768254,Plymouth,1872,North America,US,USA,United States,INSTITUTIONS,6195,Male,GOVERNMENT,45.0,-93.5,Calvin Coolidge,POLITICIAN
254,2530549,Cremona,1567,Europe,IT,ITA,Italy,ARTS,6226,Male,MUSIC,45.1,10.0,Claudio Monteverdi,COMPOSER
255,464127,Nowy Sącz,1840,Europe,PL,POL,Poland,SCIENCE & TECHNOLOGY,6255,Male,SOCIAL SCIENCES,49.6,20.7,Carl Menger,ECONOMIST
256,7560683,Saint-Germain-en-Laye,1862,Europe,FR,FRA,France,ARTS,6260,Male,MUSIC,48.9,2.1,Claude Debussy,COMPOSER
257,231099,Königsberg,1690,Europe,RU,RUS,Russia,SCIENCE & TECHNOLOGY,6290,Male,MATH,54.7,20.5,Christian Goldbach,MATHEMATICIAN
258,2895757,Herstal,686,Europe,BE,BEL,Belgium,INSTITUTIONS,6452,Male,MILITARY,50.7,5.6,Charles Martel,MILITARY PERSONNEL
259,2039994,"Thornton, Bradford",1816,Europe,GB,GBR,United Kingdom,HUMANITIES,6532,Female,LANGUAGE,53.8,-1.8,Charlotte Brontë,WRITER
260,2539914,Šeteniai,1911,Europe,LT,LTU,Lithuania,HUMANITIES,6542,Male,LANGUAGE,55.4,24.0,Czesław Miłosz,WRITER
261,15081310,Paris,1840,Europe,FR,FRA,France,ARTS,6548,Male,FINE ARTS,48.9,2.4,Claude Monet,PAINTER
262,237602,County Donegal,521,Europe,IE,IRL,Ireland,INSTITUTIONS,6561,Male,RELIGION,54.9,-8.0,Columba,RELIGIOUS FIGURE
263,1395837,Peştişani,1876,Europe,RO,ROU,Romania,ARTS,6585,Male,FINE ARTS,45.1,23.0,Constantin Brancusi,SCULPTOR
264,306569,Streator,1906,North America,US,USA,United States,SCIENCE & TECHNOLOGY,6663,Male,NATURAL SCIENCES,41.1,-88.8,Clyde Tombaugh,ASTRONOMER
265,775141,Sirmium,317,Europe,RS,SRB,Serbia,INSTITUTIONS,6746,Male,GOVERNMENT,45.0,19.6,Constantius II,POLITICIAN
267,4435105,Brooklyn,1934,North America,US,USA,United States,SCIENCE & TECHNOLOGY,6824,Male,NATURAL SCIENCES,40.6,-74.0,Carl Sagan,ASTRONOMER
268,9137285,Anzio,12,Europe,IT,ITA,Italy,INSTITUTIONS,6852,Male,GOVERNMENT,41.4,12.6,Caligula,POLITICIAN
269,5353223,Xikou,1887,Asia,CN,CHN,China,INSTITUTIONS,6859,Male,MILITARY,29.4,121.8,Chiang Kai-shek,MILITARY PERSONNEL
270,2870448,Santa Marta,1961,South America,CO,COL,Colombia,SPORTS,6878,Male,TEAM SPORTS,11.2,-74.2,Carlos Valderrama,SOCCER PLAYER
271,1468498,Yonne,1873,Europe,FR,FRA,France,HUMANITIES,6928,Female,LANGUAGE,47.9,3.6,Colette,WRITER
272,4372779,Alcalá de Henares,1485,Europe,ES,ESP,Spain,PUBLIC FIGURE,6942,Female,COMPANIONS,40.5,-3.4,Catherine of Aragon,COMPANION
273,1721821,New York City,1937,North America,US,USA,United States,INSTITUTIONS,6984,Male,GOVERNMENT,40.7,-74.0,Colin Powell,POLITICIAN
274,1119529,Florence,1240,Europe,IT,ITA,Italy,ARTS,6991,Male,FINE ARTS,43.8,11.2,Cimabue,ARTIST
275,887917,Beaufort West,1922,Africa,ZA,ZAF,South Africa,SCIENCE & TECHNOLOGY,7015,Male,MEDICINE,-32.4,22.6,Christiaan Barnard,PHYSICIAN
276,9416002,Milan,1571,Europe,IT,ITA,Italy,ARTS,7018,Male,FINE ARTS,45.5,9.2,Caravaggio,PAINTER
277,790604,Paris,1699,Europe,FR,FRA,France,ARTS,7019,Male,FINE ARTS,48.9,2.4,Jean-Baptiste-Siméon Chardin,PAINTER
278,507464,Salzburg,1803,Europe,AT,AUT,Austria,SCIENCE & TECHNOLOGY,7080,Male,NATURAL SCIENCES,47.8,13.1,Christian Doppler,PHYSICIST
279,962485,Greenock,1645,Europe,GB,GBR,United Kingdom,PUBLIC FIGURE,7119,Male,OUTLAWS,56.0,-4.8,William Kidd,PIRATE
280,244527,Arles,316,Europe,FR,FRA,France,INSTITUTIONS,7234,Male,GOVERNMENT,43.7,4.6,Constantine II,POLITICIAN
281,5156480,Niš,272,Europe,RS,SRB,Serbia,INSTITUTIONS,7236,Male,GOVERNMENT,43.3,21.9,Constantine I,POLITICIAN
282,370992,Badonviller,1730,Europe,FR,FRA,France,SCIENCE & TECHNOLOGY,7246,Male,NATURAL SCIENCES,48.5,6.9,Charles Messier,ASTRONOMER
283,703428,Athens,150,Europe,GR,GRC,Greece,HUMANITIES,7342,Male,PHILOSOPHY,38.0,23.7,Clement of Alexandria,PHILOSOPHER
284,831019,Merrill,1901,North America,US,USA,United States,ARTS,7345,Male,DESIGN,45.2,-89.7,Carl Barks,COMIC ARTIST
285,1996815,Kowal,1310,Europe,PL,POL,Poland,INSTITUTIONS,7362,Male,GOVERNMENT,52.5,19.1,Casimir III of Poland,POLITICIAN
286,931375,Alexandria,378,Africa,EG,EGY,Egypt,SCIENCE & TECHNOLOGY,7383,Male,MEDICINE,31.2,29.9,Cyril of Alexandria,PHYSICIAN
287,210991,Caesarea Palaestina,313,Asia,IL,ISR,Israel,SCIENCE & TECHNOLOGY,7387,Male,MEDICINE,32.5,34.9,Cyril of Jerusalem,PHYSICIAN
288,2633334,Dunfermline,1600,Europe,GB,GBR,United Kingdom,INSTITUTIONS,7426,Male,GOVERNMENT,56.1,-3.5,Charles I of England,POLITICIAN
289,2356783,Charlotte Amalie,1830,North America,VI,VIR,US Virgin Islands,ARTS,7434,Male,FINE ARTS,18.3,-64.9,Camille Pissarro,PAINTER
290,1326754,Florence,1826,Europe,IT,ITA,Italy,HUMANITIES,7437,Male,LANGUAGE,43.8,11.2,Carlo Collodi,WRITER
291,1646593,Siena,1347,Europe,IT,ITA,Italy,INSTITUTIONS,7471,Female,RELIGION,43.3,11.3,Catherine of Siena,RELIGIOUS FIGURE
292,620520,Angus,1797,Europe,GB,GBR,United Kingdom,SCIENCE & TECHNOLOGY,7472,Male,NATURAL SCIENCES,56.8,-2.9,Charles Lyell,GEOLOGIST
293,1980340,,1495,North America,MX,MEX,Mexico,INSTITUTIONS,7478,Male,GOVERNMENT,23.6,-102.6,Cuauhtémoc,POLITICIAN
294,4842486,Rome,1475,Europe,IT,ITA,Italy,INSTITUTIONS,7504,Male,MILITARY,41.9,12.5,Cesare Borgia,MILITARY PERSONNEL
295,2268636,Freeport,1964,North America,US,USA,United States,ARTS,7517,Female,FILM AND THEATRE,40.7,-73.6,Calista Flockhart,ACTOR
296,494695,Salt Lake City,1946,North America,US,USA,United States,SCIENCE & TECHNOLOGY,7550,Male,NATURAL SCIENCES,40.8,-111.9,Craig Venter,BIOLOGIST
297,3072475,Oak Park,1902,North America,US,USA,United States,SCIENCE & TECHNOLOGY,7554,Male,SOCIAL SCIENCES,41.9,-87.8,Carl Rogers,PSYCHOLOGIST
298,1274935,Liverpool,1952,Europe,GB,GBR,United Kingdom,HUMANITIES,7573,Male,LANGUAGE,53.4,-3.0,Clive Barker,WRITER
299,471666,Republic of Venice,1363,Europe,IT,ITA,Italy,HUMANITIES,7628,Female,LANGUAGE,45.4,12.3,Christine de Pizan,WRITER
300,876147,Nogales,1922,North America,US,USA,United States,ARTS,7668,Male,MUSIC,31.3,-110.9,Charles Mingus,MUSICIAN
301,577139,Luttrell,1924,North America,US,USA,United States,ARTS,7756,Male,MUSIC,36.2,-83.7,Chet Atkins,MUSICIAN
302,196324,Argyll,1698,Europe,GB,GBR,United Kingdom,SCIENCE & TECHNOLOGY,7824,Male,MATH,56.4,-5.2,Colin Maclaurin,MATHEMATICIAN
303,9155366,Culver City,1975,North America,US,USA,United States,ARTS,7886,Female,FILM AND THEATRE,34.0,-118.4,Drew Barrymore,ACTOR
304,832393,La Grange,1875,North America,US,USA,United States,ARTS,7888,Male,FILM AND THEATRE,41.8,-87.9,D. W. Griffith,FILM DIRECTOR
305,7828663,Missoula,1946,North America,US,USA,United States,ARTS,7891,Male,FILM AND THEATRE,46.9,-114.0,David Lynch,FILM DIRECTOR
306,2796855,Toronto,1943,North America,CA,CAN,Canada,ARTS,7892,Male,FILM AND THEATRE,43.7,-79.4,David Cronenberg,FILM DIRECTOR
307,6350033,Edinburgh,1711,Europe,GB,GBR,United Kingdom,HUMANITIES,7925,Male,PHILOSOPHY,56.0,-3.2,David Hume,PHILOSOPHER
308,4172353,Denver,1962,North America,US,USA,United States,ARTS,8079,Male,FILM AND THEATRE,39.7,-105.0,David Fincher,FILM DIRECTOR
309,740347,Portland,1925,North America,US,USA,United States,SCIENCE & TECHNOLOGY,8081,Male,INVENTION,45.5,-122.7,Douglas Engelbart,INVENTOR
310,9507344,Compton,1965,North America,US,USA,United States,ARTS,8083,Male,MUSIC,33.9,-118.2,Dr. Dre,SINGER
311,5789424,Cambridge,1952,Europe,GB,GBR,United Kingdom,HUMANITIES,8091,Male,LANGUAGE,52.2,0.1,Douglas Adams,WRITER
312,847523,Milwaukee,1938,North America,US,USA,United States,SCIENCE & TECHNOLOGY,8095,Male,COMPUTER SCIENCE,43.0,-87.9,Donald Knuth,COMPUTER SCIENTIST
313,6881397,Warren,1969,North America,US,USA,United States,ARTS,8099,Male,MUSIC,42.5,-83.0,Dave Grohl,MUSICIAN
314,1671508,Mariano del Friuli,1942,Europe,IT,ITA,Italy,SPORTS,8138,Male,TEAM SPORTS,45.9,13.5,Dino Zoff,COACH
315,14956318,Florence,1265,Europe,IT,ITA,Italy,HUMANITIES,8169,Male,LANGUAGE,43.8,11.2,Dante Alighieri,WRITER
316,1231710,Concord,1920,North America,US,USA,United States,ARTS,8176,Male,MUSIC,38.0,-122.1,Dave Brubeck,MUSICIAN
317,6024061,Denison,1890,North America,US,USA,United States,INSTITUTIONS,8182,Male,GOVERNMENT,33.8,-96.5,Dwight D. Eisenhower,POLITICIAN
318,3154627,London,1660,Europe,GB,GBR,United Kingdom,HUMANITIES,8193,Male,LANGUAGE,51.5,-0.1,Daniel Defoe,WRITER
319,5401748,Langres,1713,Europe,FR,FRA,France,HUMANITIES,8199,Male,LANGUAGE,47.9,5.3,Denis Diderot,WRITER
320,4945546,Guang'an,1904,Asia,CN,CHN,China,INSTITUTIONS,8205,Male,GOVERNMENT,30.5,106.6,Deng Xiaoping,POLITICIAN
321,6635983,Abdera,-460,Europe,GR,GRC,Greece,HUMANITIES,8211,Male,PHILOSOPHY,41.0,25.0,Democritus,PHILOSOPHER
322,1518179,Bronxville,1941,North America,US,USA,United States,SCIENCE & TECHNOLOGY,8218,Male,COMPUTER SCIENCE,40.9,-73.8,Dennis Ritchie,COMPUTER SCIENTIST
323,2987232,Cincinnati,1924,North America,US,USA,United States,ARTS,8300,Female,FILM AND THEATRE,39.1,-84.5,Doris Day,ACTOR
324,1647048,Kaliningrad,1862,Europe,RU,RUS,Russia,SCIENCE & TECHNOLOGY,8302,Male,MATH,54.7,20.5,David Hilbert,MATHEMATICIAN
325,1327404,Indianapolis,1947,North America,US,USA,United States,PUBLIC FIGURE,8340,Male,MEDIA PERSONALITY,39.8,-86.2,David Letterman,PRESENTER
326,1086367,"Almagro, Ciudad Real",1475,Europe,ES,ESP,Spain,EXPLORATION,8362,Male,EXPLORERS,38.9,-3.7,Diego de Almagro,EXPLORER
327,2032385,Los Angeles,1953,North America,US,USA,United States,ARTS,8397,Male,MUSIC,34.1,-118.2,Danny Elfman,COMPOSER
329,3520755,London,1772,Europe,GB,GBR,United Kingdom,SCIENCE & TECHNOLOGY,8470,Male,SOCIAL SCIENCES,51.5,-0.1,David Ricardo,ECONOMIST
330,454229,Dublin,1769,Europe,IE,IRL,Ireland,INSTITUTIONS,8474,Male,GOVERNMENT,53.3,-6.3,"Arthur Wellesley, 1st Duke of Wellington",POLITICIAN
331,14834769,Lanús,1960,South America,AR,ARG,Argentina,SPORTS,8485,Male,TEAM SPORTS,-34.7,-58.4,Diego Maradona,SOCCER PLAYER
332,178778,Jedburgh,1781,Europe,GB,GBR,United Kingdom,SCIENCE & TECHNOLOGY,8487,Male,NATURAL SCIENCES,55.5,-2.6,David Brewster,PHYSICIST
333,3312384,Saint Petersburg,1906,Europe,RU,RUS,Russia,ARTS,8520,Male,MUSIC,59.9,30.3,Dmitri Shostakovich,COMPOSER
334,7417147,Bethlehem,-1040,Asia,PS,PSE,Palestine,INSTITUTIONS,8551,Male,GOVERNMENT,31.7031,35.1956,David,POLITICIAN
335,3247630,Solin,244,Europe,HR,HRV,Croatia,INSTITUTIONS,8580,Male,GOVERNMENT,43.5,16.5,Diocletian,POLITICIAN
336,1934333,Rome,51,Europe,IT,ITA,Italy,INSTITUTIONS,8592,Male,GOVERNMENT,41.9,12.5,Domitian,POLITICIAN
337,18019225,Leytonstone,1975,Europe,GB,GBR,United Kingdom,SPORTS,8618,Male,TEAM SPORTS,51.6,0.0,David Beckham,SOCCER PLAYER
338,1295331,Evanston,1932,North America,US,USA,United States,INSTITUTIONS,8629,Male,GOVERNMENT,42.0,-87.7,Donald Rumsfeld,POLITICIAN
339,1277044,Gdańsk,1686,Europe,PL,POL,Poland,SCIENCE & TECHNOLOGY,8663,Male,NATURAL SCIENCES,54.4,18.6,Gabriel Fahrenheit,PHYSICIST
340,3605018,Sevierville,1946,North America,US,USA,United States,ARTS,8716,Female,MUSIC,35.9,-83.6,Dolly Parton,SINGER
341,673828,Boston,1942,North America,US,USA,United States,HUMANITIES,8756,Male,PHILOSOPHY,42.4,-71.1,Daniel Dennett,PHILOSOPHER
342,1250399,La Libertad,1945,North America,NI,NIC,Nicaragua,INSTITUTIONS,8778,Male,GOVERNMENT,12.2,-85.2,Daniel Ortega,POLITICIAN
343,958865,Swansea,1914,Europe,GB,GBR,United Kingdom,HUMANITIES,8783,Male,LANGUAGE,51.6,-3.9,Dylan Thomas,WRITER
344,15098438,Brixton,1947,Europe,GB,GBR,United Kingdom,ARTS,8786,Male,MUSIC,51.5,-0.1,David Bowie,SINGER
345,4078367,Dodge City,1936,North America,US,USA,United States,ARTS,8791,Male,FILM AND THEATRE,37.8,-100.0,Dennis Hopper,ACTOR
347,1619210,Springfield,1904,North America,US,USA,United States,HUMANITIES,8855,Male,LANGUAGE,42.1,-72.6,Dr. Seuss,WRITER
348,714929,Peoria,1948,North America,US,USA,United States,HUMANITIES,8875,Male,LANGUAGE,40.7,-89.6,Dan Simmons,WRITER
349,927796,Everett,1945,North America,US,USA,United States,HUMANITIES,8910,Male,LANGUAGE,48.0,-122.2,Dean Koontz,WRITER
350,773384,Louisville,1951,North America,US,USA,United States,ARTS,8927,Male,DESIGN,38.3,-85.8,Don Rosa,COMIC ARTIST
351,585850,Białystok,1896,Europe,PL,POL,Poland,ARTS,8930,Male,FILM AND THEATRE,53.1,23.2,Dziga Vertov,FILM DIRECTOR
352,462920,Castries,1930,North America,LC,LCA,Saint Lucia,HUMANITIES,8945,Male,LANGUAGE,14.0,-61.0,Derek Walcott,WRITER
353,700232,New Rochelle,1945,North America,US,USA,United States,ARTS,8987,Male,MUSIC,40.9,-73.8,Don McLean,SINGER
354,843296,Brooklyn,1913,North America,US,USA,United States,ARTS,9002,Male,FILM AND THEATRE,40.6,-74.0,Danny Kaye,ACTOR
355,2840693,Liberchies,1910,Europe,BE,BEL,Belgium,ARTS,9039,Male,MUSIC,50.5,4.4,Django Reinhardt,MUSICIAN
356,3908574,Paris,1748,Europe,FR,FRA,France,ARTS,9072,Male,FINE ARTS,48.9,2.4,Jacques-Louis David,PAINTER
357,863867,Alexandria,200,Africa,EG,EGY,Egypt,SCIENCE & TECHNOLOGY,9110,Male,MATH,31.2,29.9,Diophantus,MATHEMATICIAN
358,428448,Kempten im Allgäu,1904,Europe,DE,DEU,Germany,SCIENCE & TECHNOLOGY,9238,Male,NATURAL SCIENCES,47.7,10.3,Ernst Mayr,BIOLOGIST
359,29823530,Tupelo,1935,North America,US,USA,United States,ARTS,9288,Male,MUSIC,34.3,-88.7,Elvis Presley,SINGER
360,434003,Newark-on-Trent,1731,Europe,GB,GBR,United Kingdom,SCIENCE & TECHNOLOGY,9299,Male,NATURAL SCIENCES,53.1,-0.8,Erasmus Darwin,BIOLOGIST
361,351214,Lębork,1884,Europe,PL,POL,Poland,HUMANITIES,9321,Male,LANGUAGE,54.5,17.8,Edward Sapir,LINGUIST
363,13610821,Oak Park,1899,North America,US,USA,United States,HUMANITIES,9428,Male,LANGUAGE,41.9,-87.8,Ernest Hemingway,WRITER
364,477775,Boston,1957,North America,US,USA,United States,SCIENCE & TECHNOLOGY,9469,Male,COMPUTER SCIENCE,42.4,-71.1,Eric S. Raymond,COMPUTER SCIENTIST
